Country,Start Month,Animal accident,Drought,Earthquake,Epidemic,Extreme temperature ,Flood,Fog,Glacial lake outburst,Impact,Insect infestation,Landslide,Mass movement (dry),Storm,Volcanic activity,Wildfire,mean_deaths_per_month,CountryMonthlyMean,GlobalMonthlyMean
Brazil,3.0,0,0,0,2,0,18,0,0,0,0,4,0,1,0,1,61.0,49.6991067959818,151.31508875739644
Brazil,4.0,0,1,0,1,0,20,0,0,0,0,4,0,1,0,0,49.18181818181818,49.6991067959818,526.7740693196406
Brazil,5.0,0,1,0,2,1,8,0,0,0,0,4,0,4,0,0,66.73333333333333,49.6991067959818,1085.6772366930918
Brazil,6.0,0,2,0,0,1,12,0,0,0,1,1,0,5,0,0,18.875,49.6991067959818,237.06111696522655
Brazil,7.0,0,0,0,2,3,11,0,0,0,0,1,0,1,0,0,51.2,49.6991067959818,5728.0
Brazil,8.0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,32.5,49.6991067959818,280.8321108394458
Brazil,9.0,0,2,0,0,0,5,0,0,0,0,0,0,4,0,2,19.0,49.6991067959818,365.75765765765766
Brazil,10.0,0,3,0,0,0,7,0,0,0,0,1,0,1,0,0,10.857142857142858,49.6991067959818,511.2567567567568
Brazil,11.0,0,1,1,1,0,9,0,0,0,0,1,0,0,0,0,26.333333333333332,49.6991067959818,581.2519280205655
Brazil,12.0,0,1,1,2,2,19,0,0,0,0,4,0,0,0,0,66.84615384615384,49.6991067959818,1039.5979899497488
Brunei Darussalam,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,151.31508875739644
Bulgaria,1.0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,15.25,16.236363636363635,434.68226600985224
Bulgaria,2.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5.0,16.236363636363635,185.49571428571429
Bulgaria,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,20.0,16.236363636363635,151.31508875739644
Bulgaria,4.0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,107.0,16.236363636363635,526.7740693196406
Bulgaria,5.0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,3.0,16.236363636363635,1085.6772366930918
Bulgaria,6.0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8.0,16.236363636363635,237.06111696522655
Bulgaria,7.0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,5.6,16.236363636363635,5728.0
Bulgaria,8.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5.0,16.236363636363635,280.8321108394458
Bulgaria,9.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.5,16.236363636363635,365.75765765765766
Bulgaria,11.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.5,16.236363636363635,581.2519280205655
Bulgaria,12.0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,4.75,16.236363636363635,1039.5979899497488
Burkina Faso,1.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,802.2222222222222,400.46040564373897,434.68226600985224
Burkina Faso,2.0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1743.75,400.46040564373897,185.49571428571429
Burkina Faso,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,400.46040564373897,151.31508875739644
Burkina Faso,4.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,400.46040564373897,526.7740693196406
Burkina Faso,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,400.46040564373897,1085.6772366930918
Burkina Faso,6.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16.5,400.46040564373897,237.06111696522655
Burkina Faso,7.0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,22.6,400.46040564373897,5728.0
Burkina Faso,8.0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,8.571428571428571,400.46040564373897,280.8321108394458
Burkina Faso,9.0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,17.5,400.46040564373897,365.75765765765766
Burkina Faso,10.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,130.0,400.46040564373897,511.2567567567568
Burkina Faso,11.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0,400.46040564373897,581.2519280205655
Burkina Faso,12.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,799.0,400.46040564373897,1039.5979899497488
Burundi,1.0,0,1,0,3,0,5,0,0,0,0,0,0,2,0,0,34.833333333333336,33.49305555555556,434.68226600985224
Burundi,2.0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,30.75,33.49305555555556,185.49571428571429
Burundi,3.0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,6.333333333333333,33.49305555555556,151.31508875739644
Burundi,4.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.5,33.49305555555556,526.7740693196406
Burundi,5.0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5.0,33.49305555555556,1085.6772366930918
Burundi,6.0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,26.0,33.49305555555556,237.06111696522655
Burundi,7.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37.0,33.49305555555556,5728.0
Burundi,8.0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6.5,33.49305555555556,280.8321108394458
Burundi,9.0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,111.5,33.49305555555556,365.75765765765766
Burundi,10.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,81.0,33.49305555555556,511.2567567567568
Burundi,11.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40.5,33.49305555555556,581.2519280205655
Burundi,12.0,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,19.0,33.49305555555556,1039.5979899497488
Cabo Verde,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,88.08333333333333,151.31508875739644
Cabo Verde,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,88.08333333333333,526.7740693196406
Cabo Verde,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,88.08333333333333,237.06111696522655
Cabo Verde,8.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.0,88.08333333333333,280.8321108394458
Cabo Verde,9.0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,10.25,88.08333333333333,365.75765765765766
Cabo Verde,11.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,245.0,88.08333333333333,581.2519280205655
Cambodia,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,62.52380952380952,434.68226600985224
Cambodia,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,62.52380952380952,185.49571428571429
Cambodia,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,62.52380952380952,151.31508875739644
Cambodia,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,56.0,62.52380952380952,526.7740693196406
Cambodia,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,62.52380952380952,1085.6772366930918
Cambodia,6.0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,32.5,62.52380952380952,237.06111696522655
Cambodia,7.0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,311.0,62.52380952380952,5728.0
Cambodia,8.0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,63.714285714285715,62.52380952380952,280.8321108394458
Cambodia,9.0,0,1,0,0,0,6,0,0,0,0,0,0,3,0,0,53.0,62.52380952380952,365.75765765765766
Cambodia,10.0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,23.0,62.52380952380952,511.2567567567568
Cambodia,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13.5,62.52380952380952,581.2519280205655
Cameroon,1.0,0,2,0,9,0,0,0,0,0,1,0,0,0,0,0,127.125,144.48257575757577,434.68226600985224
Cameroon,2.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,622.0,144.48257575757577,185.49571428571429
Cameroon,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,144.48257575757577,151.31508875739644
Cameroon,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,77.0,144.48257575757577,526.7740693196406
Cameroon,5.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,286.0,144.48257575757577,1085.6772366930918
Cameroon,6.0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,105.6,144.48257575757577,237.06111696522655
Cameroon,7.0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,20.25,144.48257575757577,5728.0
Cameroon,8.0,0,0,0,1,0,10,0,0,0,0,0,0,0,2,0,157.16666666666666,144.48257575757577,280.8321108394458
Cameroon,9.0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,77.66666666666667,144.48257575757577,365.75765765765766
Cameroon,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54.0,144.48257575757577,511.2567567567568
Cameroon,11.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,54.5,144.48257575757577,581.2519280205655
Canada,1.0,0,5,0,4,2,0,0,0,0,0,0,0,4,0,1,7221.714285714285,627.0970238095238,434.68226600985224
Canada,2.0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,17.6,627.0970238095238,185.49571428571429
Canada,3.0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,1,27.4,627.0970238095238,151.31508875739644
Canada,4.0,0,0,0,1,0,14,0,0,0,0,0,2,1,0,0,15.25,627.0970238095238,526.7740693196406
Canada,5.0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,7,8.0,627.0970238095238,1085.6772366930918
Canada,6.0,0,0,0,0,2,8,0,0,0,0,0,0,4,0,4,62.2,627.0970238095238,237.06111696522655
Canada,7.0,0,0,0,0,1,4,0,0,0,0,0,0,6,0,9,103.5,627.0970238095238,5728.0
Canada,8.0,0,0,0,0,0,3,0,0,0,0,0,1,8,0,2,5.5,627.0970238095238,280.8321108394458
Canada,9.0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,1,12.25,627.0970238095238,365.75765765765766
Canada,10.0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,29.75,627.0970238095238,511.2567567567568
Canada,11.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,15.0,627.0970238095238,581.2519280205655
Canada,12.0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,7.0,627.0970238095238,1039.5979899497488
Canary Is,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26.0,17.0,434.68226600985224
Canary Is,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0,17.0,151.31508875739644
Canary Is,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.0,17.0,5728.0
Canary Is,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,17.0,365.75765765765766
Canary Is,11.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13.0,17.0,581.2519280205655
Cayman Islands (the),8.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2.0,280.8321108394458
Cayman Islands (the),9.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2.0,2.0,365.75765765765766
Cayman Islands (the),10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2.0,511.2567567567568
Cayman Islands (the),11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2.0,581.2519280205655
Central African Republic,1.0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,19.0,76.01666666666668,434.68226600985224
Central African Republic,2.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,343.0,76.01666666666668,185.49571428571429
Central African Republic,3.0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,55.666666666666664,76.01666666666668,151.31508875739644
Central African Republic,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,76.01666666666668,526.7740693196406
Central African Republic,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,300.0,76.01666666666668,1085.6772366930918
Central African Republic,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.0,76.01666666666668,237.06111696522655
Central African Republic,7.0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,12.0,76.01666666666668,5728.0
Central African Republic,8.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1.0,76.01666666666668,280.8321108394458
Central African Republic,9.0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,8.5,76.01666666666668,365.75765765765766
Central African Republic,10.0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,8.0,76.01666666666668,511.2567567567568
Central African Republic,11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,76.01666666666668,581.2519280205655
Chad,1.0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,188.625,352.2479918229918,434.68226600985224
Chad,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,352.2479918229918,185.49571428571429
Chad,3.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,124.0,352.2479918229918,151.31508875739644
Chad,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,352.2479918229918,526.7740693196406
Chad,5.0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,738.2,352.2479918229918,1085.6772366930918
Chad,6.0,0,1,0,5,0,2,0,0,0,1,0,0,1,0,0,69.28571428571429,352.2479918229918,237.06111696522655
Chad,7.0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,20.5,352.2479918229918,5728.0
Chad,8.0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,65.45454545454545,352.2479918229918,280.8321108394458
Chad,9.0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,35.666666666666664,352.2479918229918,365.75765765765766
Chad,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,352.2479918229918,511.2567567567568
Chad,11.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1505.5,352.2479918229918,581.2519280205655
Chad,12.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,423.0,352.2479918229918,1039.5979899497488
Chile,1.0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,5,7505.0,935.7325907888408,434.68226600985224
Chile,2.0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,2,149.25,935.7325907888408,185.49571428571429
Chile,3.0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,1,127.33333333333333,935.7325907888408,151.31508875739644
Chile,4.0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,2,12.875,935.7325907888408,526.7740693196406
Chile,5.0,0,0,2,0,0,7,0,0,0,0,0,0,3,1,0,690.7777777777778,935.7325907888408,1085.6772366930918
Chile,6.0,0,0,1,1,0,12,0,0,0,0,1,0,5,1,0,20.142857142857142,935.7325907888408,237.06111696522655
Chile,7.0,0,0,2,0,7,5,0,0,0,0,0,0,4,0,0,86.54545454545455,935.7325907888408,5728.0
Chile,8.0,0,1,3,0,1,4,0,0,0,0,0,0,2,1,0,2237.0,935.7325907888408,280.8321108394458
Chile,9.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,19.0,935.7325907888408,365.75765765765766
Chile,10.0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,29.0,935.7325907888408,511.2567567567568
Chile,11.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,344.6666666666667,935.7325907888408,581.2519280205655
Chile,12.0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,2,7.2,935.7325907888408,1039.5979899497488
China,1.0,0,5,17,3,4,1,0,0,0,0,1,1,10,0,0,427.88,5360.232387054289,434.68226600985224
China,2.0,0,2,15,0,2,0,0,0,0,0,1,0,4,0,0,985.7333333333333,5360.232387054289,185.49571428571429
China,3.0,0,4,15,0,0,3,0,0,0,0,5,1,21,0,1,363.8125,5360.232387054289,151.31508875739644
China,4.0,0,3,14,1,0,16,0,0,0,0,1,0,36,0,4,439.77966101694915,5360.232387054289,526.7740693196406
China,5.0,0,4,22,0,0,45,0,0,0,0,8,0,20,0,2,1784.3977272727273,5360.232387054289,1085.6772366930918
China,6.0,0,5,11,1,0,80,0,0,0,1,12,2,33,0,0,202.88709677419354,5360.232387054289,237.06111696522655
China,7.0,0,2,15,2,5,68,0,0,0,0,17,0,51,0,0,45671.53103448276,5360.232387054289,5728.0
China,8.0,0,2,31,0,1,53,0,0,0,0,12,1,66,0,0,900.136690647482,5360.232387054289,280.8321108394458
China,9.0,0,2,11,0,1,21,0,0,0,0,8,0,45,0,0,148.76388888888889,5360.232387054289,365.75765765765766
China,10.0,0,2,14,0,0,12,0,0,0,0,4,1,17,0,0,339.7368421052632,5360.232387054289,511.2567567567568
China,11.0,0,1,18,1,0,2,0,0,0,0,3,0,9,0,0,81.77272727272727,5360.232387054289,581.2519280205655
China,12.0,0,1,16,0,0,2,0,0,0,0,1,1,5,0,1,12976.357142857143,5360.232387054289,1039.5979899497488
Colombia,1.0,0,1,5,2,0,9,0,0,0,0,2,0,1,2,1,152.125,164.0944775132275,434.68226600985224
Colombia,2.0,0,0,3,0,0,6,0,0,0,0,1,0,0,0,1,29.0,164.0944775132275,185.49571428571429
Colombia,3.0,0,0,3,1,0,7,0,0,0,0,3,0,0,2,0,104.08333333333333,164.0944775132275,151.31508875739644
Colombia,4.0,0,0,0,1,0,16,0,0,0,0,4,0,0,2,0,63.285714285714285,164.0944775132275,526.7740693196406
Colombia,5.0,0,0,1,0,0,4,0,0,0,1,6,0,0,0,0,35.44444444444444,164.0944775132275,1085.6772366930918
Colombia,6.0,0,0,1,0,0,7,0,0,0,0,8,0,2,0,0,93.125,164.0944775132275,237.06111696522655
Colombia,7.0,0,0,5,1,0,7,0,0,0,0,3,1,1,1,1,55.875,164.0944775132275,5728.0
Colombia,8.0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,1,59.333333333333336,164.0944775132275,280.8321108394458
Colombia,9.0,0,0,2,0,0,7,0,0,0,0,3,0,0,0,0,122.0,164.0944775132275,365.75765765765766
Colombia,10.0,0,1,2,0,0,14,0,0,0,0,1,0,4,0,0,22.166666666666668,164.0944775132275,511.2567567567568
Colombia,11.0,0,0,4,0,0,8,0,0,0,0,7,1,3,3,0,1083.095238095238,164.0944775132275,581.2519280205655
Colombia,12.0,0,0,2,0,0,5,0,0,0,0,5,1,0,0,0,149.6,164.0944775132275,1039.5979899497488
Comoros (the),1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,185.66666666666666,48.18333333333333,434.68226600985224
Comoros (the),2.0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,15.0,48.18333333333333,185.49571428571429
Comoros (the),3.0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,29.0,48.18333333333333,151.31508875739644
Comoros (the),4.0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,3.75,48.18333333333333,526.7740693196406
Comoros (the),5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,48.18333333333333,1085.6772366930918
Comoros (the),7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,48.18333333333333,5728.0
Comoros (the),8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,48.18333333333333,280.8321108394458
Comoros (the),11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.5,48.18333333333333,581.2519280205655
Comoros (the),12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,48.18333333333333,1039.5979899497488
Congo (the Democratic Republic of the),1.0,0,0,0,22,0,2,0,0,0,0,1,0,1,2,0,256.7037037037037,136.5060626102293,434.68226600985224
Congo (the Democratic Republic of the),2.0,0,0,1,4,0,2,0,0,0,0,0,0,2,1,0,60.42857142857143,136.5060626102293,185.49571428571429
Congo (the Democratic Republic of the),3.0,0,0,1,3,0,3,0,0,0,0,2,0,1,0,0,150.0,136.5060626102293,151.31508875739644
Congo (the Democratic Republic of the),4.0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,36.0,136.5060626102293,526.7740693196406
Congo (the Democratic Republic of the),5.0,0,0,0,5,0,3,0,0,0,0,1,0,0,1,0,64.33333333333333,136.5060626102293,1085.6772366930918
Congo (the Democratic Republic of the),6.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,200.33333333333334,136.5060626102293,237.06111696522655
Congo (the Democratic Republic of the),7.0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,36.833333333333336,136.5060626102293,5728.0
Congo (the Democratic Republic of the),8.0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,2,301.3333333333333,136.5060626102293,280.8321108394458
Congo (the Democratic Republic of the),9.0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,200.25,136.5060626102293,365.75765765765766
Congo (the Democratic Republic of the),10.0,0,0,0,8,0,5,0,0,0,0,0,0,1,0,0,37.76923076923077,136.5060626102293,511.2567567567568
Congo (the Democratic Republic of the),11.0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,94.85714285714286,136.5060626102293,581.2519280205655
Congo (the Democratic Republic of the),12.0,0,0,1,7,0,9,0,0,0,0,2,0,0,0,0,199.23076923076923,136.5060626102293,1039.5979899497488
Congo (the),1.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,962.0,137.08333333333331,434.68226600985224
Congo (the),2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,137.08333333333331,185.49571428571429
Congo (the),3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0,137.08333333333331,151.31508875739644
Congo (the),4.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13.0,137.08333333333331,526.7740693196406
Congo (the),5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,137.08333333333331,1085.6772366930918
Congo (the),6.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22.0,137.08333333333331,237.06111696522655
Congo (the),8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154.0,137.08333333333331,280.8321108394458
Congo (the),9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0,137.08333333333331,365.75765765765766
Congo (the),10.0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,83.33333333333333,137.08333333333331,511.2567567567568
Congo (the),11.0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,28.25,137.08333333333331,581.2519280205655
Congo (the),12.0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,48.25,137.08333333333331,1039.5979899497488
Cook Islands (the),1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.0,8.0,434.68226600985224
Cook Islands (the),2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,8.0,185.49571428571429
Cook Islands (the),3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,8.0,151.31508875739644
Cook Islands (the),5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,8.0,1085.6772366930918
Cook Islands (the),11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.0,8.0,581.2519280205655
Cook Islands (the),12.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,7.0,8.0,1039.5979899497488
Costa Rica,1.0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,14.0,58.15820105820106,434.68226600985224
Costa Rica,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,58.15820105820106,185.49571428571429
Costa Rica,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,15.0,58.15820105820106,151.31508875739644
Costa Rica,4.0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,370.2,58.15820105820106,526.7740693196406
Costa Rica,5.0,0,1,2,0,0,2,0,0,0,0,0,0,1,1,0,235.33333333333334,58.15820105820106,1085.6772366930918
Costa Rica,6.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4.5,58.15820105820106,237.06111696522655
Costa Rica,7.0,0,1,2,1,0,2,0,0,0,0,0,0,1,1,0,22.142857142857142,58.15820105820106,5728.0
Costa Rica,8.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,58.15820105820106,280.8321108394458
Costa Rica,9.0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,6.333333333333333,58.15820105820106,365.75765765765766
Costa Rica,10.0,0,0,0,0,0,6,0,0,0,0,0,0,5,1,0,8.555555555555555,58.15820105820106,511.2567567567568
Costa Rica,11.0,0,0,1,0,0,6,0,0,0,0,0,0,2,0,0,9.0,58.15820105820106,581.2519280205655
Costa Rica,12.0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5.833333333333333,58.15820105820106,1039.5979899497488
Croatia,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2.5,120.80952380952381,185.49571428571429
Croatia,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,120.80952380952381,151.31508875739644
Croatia,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,120.80952380952381,526.7740693196406
Croatia,5.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.0,120.80952380952381,1085.6772366930918
Croatia,6.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,40.0,120.80952380952381,237.06111696522655
Croatia,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,788.0,120.80952380952381,5728.0
Croatia,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6.5,120.80952380952381,280.8321108394458
Croatia,9.0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,,120.80952380952381,365.75765765765766
Croatia,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,120.80952380952381,511.2567567567568
Croatia,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,120.80952380952381,581.2519280205655
Croatia,12.0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,5.666666666666667,120.80952380952381,1039.5979899497488
Cuba,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.5,70.75694444444444,434.68226600985224
Cuba,2.0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,7.333333333333333,70.75694444444444,185.49571428571429
Cuba,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,70.75694444444444,151.31508875739644
Cuba,4.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3.0,70.75694444444444,526.7740693196406
Cuba,5.0,0,1,1,0,0,7,0,0,0,0,0,0,2,0,0,10.166666666666666,70.75694444444444,1085.6772366930918
Cuba,6.0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,8.75,70.75694444444444,237.06111696522655
Cuba,7.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16.0,70.75694444444444,5728.0
Cuba,8.0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,1,7.0,70.75694444444444,280.8321108394458
Cuba,9.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11.0,70.75694444444444,365.75765765765766
Cuba,10.0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,265.3333333333333,70.75694444444444,511.2567567567568
Cuba,11.0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,509.0,70.75694444444444,581.2519280205655
Cuba,12.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.0,70.75694444444444,1039.5979899497488
Cyprus,1.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,17.583333333333332,434.68226600985224
Cyprus,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,17.583333333333332,185.49571428571429
